date,homicidios,homicidios_ma7,homicidios_ma30,robos,tavg,tmin,tmax,prcp,wspd,pres,precio_dolar,año,mes,dia,dia_semana,dia_semana_num,es_fin_semana,es_dia_pago,es_festivo,es_dia_habil,despues_festivo,antes_festivo,quincena,dias_desde_pago,semana,dia_del_año,inicio_mes,fin_mes,lluvia,lluvia_fuerte,dia_muy_caluroso,dia_muy_fresco
2025-08-09,2,5.0,4.233333333333333,12.0,29.5,25.0,35.0,3.6,11.7,1013.7,18.59937032063802,2025,8,9,Saturday,5,1,False,False,False,False,False,1,1,32,221,0,0,1,0,0,0
2025-08-10,17,5.714285714285714,4.266666666666667,3.0,31.0,26.4,36.5,0.0,8.9,1008.2,18.590790430704754,2025,8,10,Sunday,6,1,False,False,False,False,False,1,2,32,222,0,0,0,0,0,0
2025-08-11,4,5.428571428571429,3.8333333333333335,9.0,29.5,24.9,35.2,0.0,9.4,1013.9,18.582210540771484,2025,8,11,Monday,0,0,False,False,True,False,False,1,3,33,223,0,0,0,0,0,0
2025-08-12,2,5.285714285714286,3.933333333333333,12.0,26.3,21.9,31.5,3.3,9.2,1017.1,18.656200408935547,2025,8,12,Tuesday,1,0,False,False,True,False,False,1,4,33,224,0,0,1,0,0,0
2025-08-13,7,5.0,3.8666666666666663,10.0,29.3,25.2,34.3,3.5,8.3,1013.1,18.572799682617188,2025,8,13,Wednesday,2,0,False,False,True,False,False,1,5,33,225,0,0,1,0,0,0
2025-08-14,4,2.571428571428572,3.8333333333333335,18.0,28.7,24.0,34.4,0.0,9.4,1014.2,18.61930084228516,2025,8,14,Thursday,3,0,False,False,True,False,False,1,6,33,226,0,0,0,0,0,0
2025-08-15,1,2.857142857142857,4.166666666666667,13.0,29.2,24.9,34.4,0.0,7.1,1019.0,18.80125999450684,2025,8,15,Friday,4,0,True,False,True,False,False,1,0,33,227,0,0,0,0,0,0
2025-08-16,0,3.571428571428572,4.2,6.0,30.3,26.2,35.2,0.0,6.1,1022.2,18.775336583455406,2025,8,16,Saturday,5,1,False,False,False,False,False,2,1,33,228,0,0,0,0,0,0
2025-08-17,0,3.2857142857142856,4.066666666666666,4.0,29.3,24.9,34.6,0.0,5.2,1011.2,18.749413172403973,2025,8,17,Sunday,6,1,False,False,False,False,False,2,2,33,229,0,0,0,0,0,0
2025-08-18,6,3.142857142857143,4.066666666666666,16.0,29.9,25.3,35.5,0.0,5.8,1013.1,18.72348976135254,2025,8,18,Monday,0,0,False,False,True,False,False,2,3,34,230,0,0,0,0,0,0
2025-08-19,7,3.2857142857142856,4.066666666666666,16.0,29.4,24.6,35.3,0.0,5.8,1011.6,18.765499114990234,2025,8,19,Tuesday,1,0,False,False,True,False,False,2,4,34,231,0,0,0,0,0,0
2025-08-20,5,3.7142857142857135,4.166666666666667,20.0,27.8,23.6,33.0,7.9,5.8,1015.8,18.818700790405277,2025,8,20,Wednesday,2,0,False,False,True,False,False,2,5,34,232,0,0,1,0,0,0
2025-08-21,3,4.0,4.266666666666667,13.0,29.9,25.3,35.4,0.0,4.3,1011.1,18.768699645996094,2025,8,21,Thursday,3,0,False,False,True,False,False,2,6,34,233,0,0,0,0,0,0
2025-08-22,2,3.571428571428572,4.3,32.0,29.8,25.6,35.0,0.0,8.8,1011.6,18.736299514770508,2025,8,22,Friday,4,0,True,False,True,False,False,2,0,34,234,0,0,0,0,0,0
2025-08-23,3,3.7142857142857135,4.3,29.0,29.0,24.4,34.8,19.7,6.4,1017.4,18.688622792561848,2025,8,23,Saturday,5,1,False,False,False,False,False,2,1,34,235,0,0,1,1,0,0
2025-08-24,2,3.2857142857142856,4.366666666666666,0.0,30.0,25.5,35.3,0.0,9.4,1016.9,18.64094607035319,2025,8,24,Sunday,6,1,False,False,False,False,False,2,2,34,236,0,0,0,0,0,0
2025-08-25,3,3.4285714285714284,4.433333333333334,13.0,29.8,24.8,36.0,0.0,8.6,1009.1,18.59326934814453,2025,8,25,Monday,0,0,False,False,True,False,False,2,3,35,237,0,0,0,0,0,0
2025-08-26,8,4.714285714285714,4.0,18.0,28.9,24.4,34.3,0.0,11.5,1016.0,18.683229446411133,2025,8,26,Tuesday,1,0,False,False,True,False,False,2,4,35,238,0,0,0,0,0,0
2025-08-27,2,5.285714285714286,4.133333333333334,18.0,28.2,23.8,33.6,0.0,9.9,1015.4,18.6585693359375,2025,8,27,Wednesday,2,0,False,False,True,False,False,2,5,35,239,0,0,0,0,0,0
2025-08-28,4,5.571428571428571,4.2,22.0,28.4,24.3,33.4,0.0,5.2,1017.4,18.651199340820312,2025,8,28,Thursday,3,0,False,False,True,False,False,2,6,35,240,0,0,0,0,0,0
2025-08-29,11,5.428571428571429,4.266666666666667,18.0,30.3,25.4,36.3,0.0,9.6,1005.4,18.650239944458008,2025,8,29,Friday,4,0,True,False,True,False,False,2,0,35,241,0,0,0,0,0,0
2025-08-30,7,4.857142857142857,4.466666666666667,22.0,28.6,24.1,34.2,0.0,8.2,1008.3,18.65298016866048,2025,8,30,Saturday,5,1,False,False,False,False,False,2,1,35,242,0,0,0,0,0,0
2025-08-31,4,5.142857142857143,4.566666666666666,28.0,29.6,25.3,35.0,0.0,6.1,1005.9,18.655720392862957,2025,8,31,Sunday,6,1,True,False,False,False,False,2,0,35,243,0,1,0,0,0,0
2025-09-01,2,5.142857142857143,4.6,0.0,27.9,23.1,33.9,3.8,3.7,1019.2,18.65846061706543,2025,9,1,Monday,0,0,True,False,True,False,False,1,0,36,244,1,0,1,0,0,0
2025-09-02,4,4.0,4.766666666666667,0.0,28.3,23.1,34.5,0.0,4.0,1018.1,18.648099899291992,2025,9,2,Tuesday,1,0,False,False,True,False,False,1,1,36,245,0,0,0,0,0,0
2025-09-03,4,3.857142857142857,4.566666666666666,0.0,29.4,24.4,35.4,0.0,8.3,1006.2,18.728700637817383,2025,9,3,Wednesday,2,0,False,False,True,False,False,1,2,36,246,0,0,0,0,0,0
2025-09-04,4,3.857142857142857,4.333333333333333,0.0,29.2,24.3,35.2,0.0,3.8,1005.0,18.706600189208984,2025,9,4,Thursday,3,0,False,False,True,False,False,1,3,36,247,0,0,0,0,0,0
2025-09-05,3,4.142857142857143,4.166666666666667,0.0,28.3,23.0,34.9,6.3,10.6,1008.0,18.725799560546875,2025,9,5,Friday,4,0,True,False,True,False,False,1,0,36,248,0,0,1,0,0,0
2025-09-06,6,4.142857142857143,4.066666666666666,0.0,29.9,25.0,36.0,0.0,8.7,1009.1,18.72598648071289,2025,9,6,Saturday,5,1,False,False,False,False,False,1,1,36,249,0,0,0,0,0,0
2025-09-07,4,4.714285714285714,4.066666666666666,0.0,27.8,23.0,33.6,0.0,8.6,1018.8,18.726173400878903,2025,9,7,Sunday,6,1,False,False,False,False,False,1,2,36,250,0,0,0,0,0,0
2025-09-08,4,4.714285714285714,4.066666666666666,0.0,27.7,22.7,33.8,0.0,3.7,1016.0,18.72636032104492,2025,9,8,Monday,0,0,False,False,True,False,False,1,3,37,251,0,0,0,0,0,0
2025-09-09,4,5.571428571428571,4.066666666666666,0.0,28.5,23.6,34.5,5.4,9.8,1005.5,18.652870178222656,2025,9,9,Tuesday,1,0,False,False,True,False,False,1,4,37,252,0,0,1,0,0,0
2025-09-10,8,6.142857142857143,4.066666666666666,0.0,29.4,24.7,35.1,0.0,7.6,1012.7,18.62350082397461,2025,9,10,Wednesday,2,0,False,False,True,False,False,1,5,37,253,0,0,0,0,0,0
2025-09-11,4,6.142857142857143,4.066666666666666,0.0,30.7,25.8,36.8,4.9,6.8,1017.6,18.580799102783203,2025,9,11,Thursday,3,0,False,False,True,False,False,1,6,37,254,0,0,1,0,0,0
2025-09-12,9,5.714285714285714,4.066666666666666,0.0,27.0,22.1,33.0,0.0,3.3,1008.4,18.45400047302246,2025,9,12,Friday,4,0,True,False,True,False,False,1,0,37,255,0,0,0,0,0,0
2025-09-13,10,5.857142857142857,4.066666666666666,0.0,28.6,23.8,34.5,0.7,3.2,1003.6,18.451663335164387,2025,9,13,Saturday,5,1,False,False,False,False,False,1,1,37,256,0,0,1,0,0,0
2025-09-14,4,4.714285714285714,4.066666666666666,0.0,29.9,24.7,36.1,0.0,4.3,1006.3,18.449326197306313,2025,9,14,Sunday,6,1,False,False,False,False,False,1,2,37,257,0,0,0,0,0,0
2025-09-15,1,4.142857142857143,4.066666666666666,0.0,28.7,23.9,34.6,0.0,9.4,1011.2,18.44698905944824,2025,9,15,Monday,0,0,True,False,True,False,True,1,0,38,258,0,0,0,0,0,0
2025-09-16,5,2.857142857142857,4.066666666666666,0.0,27.9,22.8,34.0,0.0,10.9,1015.6,18.361520767211918,2025,9,16,Tuesday,1,0,False,True,False,False,False,2,1,38,259,0,0,0,0,0,0
2025-09-17,0,1.4285714285714286,4.066666666666666,0.0,28.4,23.5,34.4,0.0,10.0,1006.6,18.32304000854492,2025,9,17,Wednesday,2,0,False,False,True,True,False,2,2,38,260,0,0,0,0,0,0
