date,is_payday,is_holiday,is_benefit_payment,homicidios,Promedio Móvil de Homicidios(7 días),Robo de Vehiculos,tavg,tmin,tmax,prcp,wspd,pres,precio_dolar,dolar_alto,temp_range,llovio_hoy,lluvia_fuerte,is_weekend,day_of_week,day_of_month,month,day_of_year,dia_semana,mes,trimestre,dia_mes,semana_año,dia_semana_sin,dia_semana_cos,mes_sin,mes_cos,es_fin_semana,es_lunes,es_viernes
11/06/2025,0.0,0,0.0,3,7.571428571428571,71.0,33.6,27.0,40.2,0.5,8.5,1019.6,19.05875968933105,0,13.200000000000005,1,0,0,2,11,6,162,2,6,2,11,24,0.9749279121818236,-0.2225209339563143,1.2246467991473532e-16,-1.0,0,0,0
12/06/2025,0.0,0,0.0,8,8.142857142857142,23.0,33.5,27.1,41.3,1.6,5.8,1016.9,18.897050857543945,0,14.199999999999996,1,0,0,3,12,6,163,3,6,2,12,24,0.4338837391175582,-0.900968867902419,1.2246467991473532e-16,-1.0,0,0,0
13/06/2025,0.0,0,0.0,5,6.571428571428571,,34.2,26.5,41.9,1.6,2.0,1018.0,18.883209228515625,0,15.4,1,0,0,4,13,6,164,4,6,2,13,24,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0,0,1
14/06/2025,0.0,0,0.0,8,6.857142857142857,33.0,36.5,31.2,39.8,0.1,8.7,1018.1,18.8832,0,8.599999999999998,1,0,1,5,14,6,165,5,6,2,14,24,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,1,0,0
15/06/2025,1.0,0,0.0,10,6.714285714285714,14.0,31.7,26.5,35.2,0.1,3.8,1015.4,18.9478,0,8.700000000000003,1,0,1,6,15,6,166,6,6,2,15,24,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,1,0,0
16/06/2025,0.0,0,0.0,4,6.142857142857143,19.0,33.2,26.4,41.1,1.0,11.6,1019.8,18.947799682617188,0,14.700000000000005,1,0,0,0,16,6,167,0,6,2,16,25,0.0,1.0,1.2246467991473532e-16,-1.0,0,1,0
17/06/2025,0.0,0,0.0,2,5.714285714285714,20.0,35.7,31.5,41.9,0.5,8.0,1014.9,18.923349380493164,0,10.4,1,0,0,1,17,6,168,1,6,2,17,25,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0,0,0
18/06/2025,0.0,0,0.0,3,5.714285714285714,14.0,36.3,30.8,42.0,0.2,3.4,1011.2,19.019420623779297,0,11.2,1,0,0,2,18,6,169,2,6,2,18,25,0.9749279121818236,-0.2225209339563143,1.2246467991473532e-16,-1.0,0,0,0
19/06/2025,0.0,0,0.0,8,5.714285714285714,13.0,31.8,27.9,35.1,1.3,8.5,1010.8,19.00749969482422,0,7.200000000000003,1,0,0,3,19,6,170,3,6,2,19,25,0.4338837391175582,-0.900968867902419,1.2246467991473532e-16,-1.0,0,0,0
20/06/2025,0.0,0,0.0,7,6.0,18.0,30.1,23.2,36.6,0.3,10.8,1010.7,19.02050018310547,0,13.400000000000002,1,0,0,4,20,6,171,4,6,2,20,25,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0,0,1
21/06/2025,0.0,0,0.0,4,5.428571428571429,23.0,32.6,29.5,37.7,0.1,5.8,1016.9,19.0205,0,8.200000000000003,1,0,1,5,21,6,172,5,6,2,21,25,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,1,0,0
22/06/2025,0.0,0,0.0,5,4.714285714285714,0.0,33.2,28.9,41.2,0.0,3.5,1012.1,19.2101,0,12.300000000000004,0,0,1,6,22,6,173,6,6,2,22,25,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,1,0,0
23/06/2025,0.0,0,0.0,10,5.571428571428571,31.0,34.4,30.7,40.6,0.9,5.8,1014.5,19.210100173950195,0,9.900000000000002,1,0,0,0,23,6,174,0,6,2,23,26,0.0,1.0,1.2246467991473532e-16,-1.0,0,1,0
24/06/2025,0.0,0,0.0,12,7.0,14.0,33.5,25.6,39.7,0.7,7.0,1017.9,19.07119941711425,0,14.1,1,0,0,1,24,6,175,1,6,2,24,26,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0,0,0
25/06/2025,0.0,0,1.0,3,7.0,29.0,31.4,26.2,36.9,1.5,5.3,1015.7,18.99176025390625,0,10.7,1,0,0,2,25,6,176,2,6,2,25,26,0.9749279121818236,-0.2225209339563143,1.2246467991473532e-16,-1.0,0,0,0
26/06/2025,0.0,0,1.0,10,7.285714285714286,24.0,28.7,25.5,36.0,0.1,9.6,1015.6,18.89859962463379,0,10.5,1,0,0,3,26,6,177,3,6,2,26,26,0.4338837391175582,-0.900968867902419,1.2246467991473532e-16,-1.0,0,0,0
27/06/2025,0.0,0,1.0,11,7.857142857142857,12.0,36.6,29.4,44.4,0.0,6.6,1019.4,18.87881088256836,0,15.0,0,0,0,4,27,6,178,4,6,2,27,26,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0,0,1
28/06/2025,0.0,0,0.0,10,8.714285714285714,24.0,39.0,33.5,45.2,1.8,7.3,1015.3,18.0,0,11.700000000000005,1,0,1,5,28,6,179,5,6,2,28,26,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,1,0,0
29/06/2025,0.0,0,0.0,7,9.0,0.0,34.6,31.5,42.0,0.4,3.2,1014.3,18.0,0,10.5,1,0,1,6,29,6,180,6,6,2,29,26,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,1,0,0
30/06/2025,1.0,0,0.0,30,11.857142857142858,35.0,37.4,32.2,43.3,0.8,9.0,1013.8,18.7992000579834,0,11.099999999999994,1,0,0,0,30,6,181,0,6,2,30,27,0.0,1.0,1.2246467991473532e-16,-1.0,0,1,0
01/07/2025,0.0,0,0.0,3,10.571428571428571,45.0,32.9,29.2,39.4,0.4,2.7,1018.6,18.738000869750977,0,10.2,1,0,0,1,1,7,182,1,7,3,1,27,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,0
02/07/2025,0.0,0,0.0,4,10.714285714285714,24.0,34.2,27.3,38.3,0.1,8.4,1010.5,18.73789978027344,0,10.999999999999996,1,0,0,2,2,7,183,2,7,3,2,27,0.9749279121818236,-0.2225209339563143,-0.4999999999999997,-0.8660254037844388,0,0,0
03/07/2025,0.0,0,0.0,9,10.571428571428571,15.0,29.9,26.1,33.6,0.2,2.3,1014.9,18.76370048522949,0,7.5,1,0,0,3,3,7,184,3,7,3,3,27,0.4338837391175582,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0
04/07/2025,0.0,0,0.0,13,10.857142857142858,16.0,29.1,25.6,32.4,0.1,7.0,1016.8,18.645910263061523,0,6.799999999999997,1,0,0,4,4,7,185,4,7,3,4,27,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,1
05/07/2025,0.0,0,0.0,8,10.571428571428571,24.0,36.3,30.6,41.1,0.0,7.4,1016.5,18.0,0,10.5,0,0,1,5,5,7,186,5,7,3,5,27,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,1,0,0
06/07/2025,0.0,0,0.0,6,10.428571428571429,11.0,33.5,27.5,38.6,0.1,3.8,1011.6,18.0,0,11.1,1,0,1,6,6,7,187,6,7,3,6,27,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1,0,0
07/07/2025,0.0,0,0.0,9,7.428571428571429,18.0,38.3,33.6,41.7,0.5,3.7,1015.1,18.60633087158203,0,8.100000000000001,1,0,0,0,7,7,188,0,7,3,7,28,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,1,0
08/07/2025,0.0,0,0.0,5,7.714285714285714,11.0,32.6,27.9,35.7,0.7,9.3,1013.2,18.643329620361328,0,7.800000000000004,1,0,0,1,8,7,189,1,7,3,8,28,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,0
